# ID M Rvir x y z
9359.000000 5.128854e+12 245.545334 17.532349 19.088024 90.617821 
139957.000000 5.127876e+12 245.514114 0.175668 43.250145 3.023701 
95866.000000 5.121028e+12 245.420395 97.717743 56.451393 29.010445 
112743.000000 5.118093e+12 245.107452 66.087227 75.962685 9.385927 
42692.000000 5.117115e+12 245.154449 30.679932 59.821022 21.722801 
164199.000000 5.110268e+12 245.248367 43.412796 64.724350 81.618942 
60214.000000 5.110268e+12 245.248367 99.190849 10.798697 12.597624 
140148.000000 5.106355e+12 245.091782 33.764786 33.937634 13.948352 
241455.000000 5.105376e+12 244.997742 92.378792 55.058270 99.573082 
259525.000000 5.102442e+12 245.060440 83.327477 96.895790 68.590668 
172853.000000 5.100486e+12 244.667999 12.411497 80.004356 22.751537 
27587.000000 5.094616e+12 244.950684 43.350273 40.926716 88.585075 
146716.000000 5.085812e+12 244.840820 47.027393 45.002361 48.348171 
42770.000000 5.077008e+12 244.715149 49.128952 68.396797 34.448467 
121209.000000 5.069182e+12 244.447678 34.694378 9.757514 26.647329 
198218.000000 5.047661e+12 244.242737 57.653008 14.719836 45.057755 
78139.000000 5.039835e+12 244.116440 66.727791 39.455544 47.723728 
241377.000000 5.039835e+12 243.625839 52.276905 49.581635 95.440735 
60231.000000 5.025162e+12 243.879303 88.595650 15.160749 10.419827 
207860.000000 5.022227e+12 243.831818 99.097343 3.341539 62.556767 
146737.000000 5.018314e+12 243.768478 12.210817 47.858383 20.899849 
190303.000000 4.986033e+12 243.244644 12.488657 91.317116 99.839394 
1295.000000 4.969403e+12 242.830338 0.785504 4.563441 8.388760 
78169.000000 4.966468e+12 242.750504 50.835762 32.051796 41.519993 
78270.000000 4.963534e+12 242.686600 54.909069 37.077282 22.259680 
27474.000000 4.962555e+12 242.718552 27.318726 53.282902 81.462654 
50728.000000 4.958642e+12 242.766479 29.087763 94.164101 39.630978 
233137.000000 4.953751e+12 242.702576 57.231911 23.658194 93.416161 
27645.000000 4.947882e+12 242.398605 30.618155 31.275093 90.576210 
267766.000000 4.940056e+12 242.318481 68.506920 93.526253 97.791420 
182767.000000 4.938100e+12 242.270386 14.369107 84.817101 72.418053 
259562.000000 4.934186e+12 241.594986 69.273201 90.743591 66.908241 
241582.000000 4.922448e+12 241.723923 53.321373 71.777283 71.477524 
121097.000000 4.919513e+12 242.142029 44.611832 4.343390 30.459978 
182818.000000 4.917557e+12 242.109909 15.136055 92.205414 75.955978 
172816.000000 4.916578e+12 242.109909 13.630601 85.164421 12.213815 
182714.000000 4.915600e+12 241.868820 18.350468 86.422615 71.151756 
267754.000000 4.913644e+12 242.029602 56.538391 74.246361 73.768753 
87487.000000 4.902883e+12 241.884903 62.670414 48.760136 14.751460 
87615.000000 4.901905e+12 241.868820 93.284920 62.411572 0.606357 
216535.000000 4.897014e+12 237.544418 54.474258 27.782187 6.376031 
207871.000000 4.895057e+12 241.611115 82.666229 8.302698 60.972618 
87601.000000 4.893101e+12 241.578857 97.371033 67.855949 2.996227 
241615.000000 4.891145e+12 241.691711 68.536247 53.464745 78.450699 
207988.000000 4.884297e+12 241.562729 88.323013 22.512892 70.189514 
104823.000000 4.879406e+12 241.465912 73.694717 47.820084 65.403183 
9552.000000 4.864732e+12 241.158813 0.304145 10.067684 78.873070 
164224.000000 4.860819e+12 241.126434 44.765148 65.451424 92.125153 
87620.000000 4.858863e+12 240.591034 90.176414 65.247375 0.640617 
267775.000000 4.845168e+12 240.915802 82.143097 91.693932 94.938828 
112792.000000 4.843211e+12 240.232773 65.366455 84.321724 12.255115 
190231.000000 4.835385e+12 240.769760 19.702909 94.802719 76.932869 
50671.000000 4.835385e+12 240.769760 12.727487 92.961838 36.249519 
241637.000000 4.831473e+12 240.379456 55.851341 72.265457 72.313217 
131852.000000 4.829516e+12 240.607285 1.074754 3.544635 61.691410 
121186.000000 4.829516e+12 240.672302 32.550056 7.999457 36.332947 
250067.000000 4.824625e+12 240.558502 92.472084 98.275131 36.684734 
40952.000000 4.822668e+12 240.525970 24.315010 64.682930 5.627408 
68817.000000 4.815821e+12 240.444595 49.615627 1.865245 78.378632 
267769.000000 4.814843e+12 240.428314 62.780602 88.148811 73.009422 
207949.000000 4.807017e+12 239.938843 78.204292 21.718998 71.554947 
19851.000000 4.796256e+12 239.019775 47.977608 46.729397 53.904247 
198521.000000 4.795278e+12 240.102219 78.333023 16.750458 29.516880 
95915.000000 4.790387e+12 239.987885 84.295906 63.513939 32.035961 
259600.000000 4.783539e+12 239.693359 75.169922 82.297203 57.677280 
68882.000000 4.783539e+12 239.726120 83.766212 9.470198 91.938484 
120957.000000 4.782561e+12 239.889786 4.688549 12.158715 44.069843 
40876.000000 4.777670e+12 238.673309 44.085800 58.714817 3.944236 
163726.000000 4.777670e+12 239.807983 8.062819 66.275818 79.681641 
208162.000000 4.772779e+12 239.726120 68.166557 12.974022 71.949257 
233107.000000 4.772779e+12 238.425201 71.192039 27.598644 79.112701 
27614.000000 4.767888e+12 239.644196 46.686626 36.295883 81.456673 
35776.000000 4.762018e+12 238.176575 42.914955 60.808708 4.746569 
19753.000000 4.743432e+12 239.167969 35.374477 47.445278 71.227409 
250044.000000 4.742454e+12 239.151505 52.172573 98.902992 44.653042 
267684.000000 4.741476e+12 239.036255 67.159271 91.059891 98.087875 
267729.000000 4.741476e+12 239.184418 53.687084 78.987236 84.613953 
68821.000000 4.739519e+12 239.167969 62.308922 0.673688 78.996811 
60217.000000 4.731693e+12 239.036255 53.058968 14.781825 14.914551 
216166.000000 4.730715e+12 239.019775 77.795837 39.451767 3.118788 
156662.000000 4.728759e+12 238.193176 24.493284 57.741997 71.629288 
146747.000000 4.705281e+12 238.590652 22.481483 37.908218 50.473724 
95884.000000 4.704303e+12 238.574127 82.494270 60.280140 30.096626 
172839.000000 4.703325e+12 238.458313 44.064480 81.371933 0.392052 
233167.000000 4.698433e+12 238.474869 89.729530 28.092686 79.896561 
42782.000000 4.672999e+12 235.593521 26.883259 56.247128 41.388927 
182777.000000 4.668108e+12 237.794357 22.796989 72.915359 66.065941 
146689.000000 4.660282e+12 237.827637 8.430011 37.244987 19.069910 
241561.000000 4.650500e+12 237.093185 49.769882 50.243793 91.895447 
78036.000000 4.649522e+12 237.644455 76.272652 42.021320 46.988506 
164233.000000 4.647565e+12 237.611115 4.059263 59.714832 95.297707 
241626.000000 4.644631e+12 237.561096 85.049187 70.889343 83.528236 
68862.000000 4.635827e+12 237.410904 53.242115 11.533980 88.128891 
87611.000000 4.610393e+12 236.219284 95.683212 67.414650 3.414251 
19862.000000 4.608436e+12 236.892090 12.970933 45.964668 54.497658 
182828.000000 4.608436e+12 236.908859 23.223743 75.558540 72.498413 
60264.000000 4.602567e+12 236.841766 72.499931 22.470545 13.205730 
225348.000000 4.601589e+12 236.320450 79.730118 27.242851 56.617176 
164310.000000 4.594741e+12 236.539352 42.768909 62.742348 74.626350 
146811.000000 4.592785e+12 236.673843 9.540154 38.434784 19.096172 
146828.000000 4.589850e+12 236.522522 45.865971 40.917877 20.248301 
198535.000000 4.580068e+12 236.455200 87.754372 19.093561 23.071711 
241538.000000 4.577133e+12 236.236160 64.887352 64.186325 80.104652 
112762.000000 4.575176e+12 236.337311 64.615868 74.579041 4.643826 
140187.000000 4.570286e+12 236.269882 5.506972 47.463245 0.442674 
225300.000000 4.568329e+12 236.253021 76.696472 33.048531 66.362526 
259455.000000 4.562459e+12 236.151794 94.184647 92.468307 60.989624 
87626.000000 4.561481e+12 235.881454 91.378120 59.891201 18.064936 
190331.000000 4.548764e+12 235.881454 9.895009 94.161133 88.841942 
267667.000000 4.535069e+12 235.678284 78.790024 79.787811 75.295135 
233149.000000 4.527243e+12 235.457779 66.816483 25.921181 74.993889 
225306.000000 4.524309e+12 232.012146 90.912872 45.186455 51.313854 
216554.000000 4.516483e+12 235.355865 89.972046 36.595760 19.020607 
198529.000000 4.511592e+12 235.270874 84.539162 12.119293 26.743174 
146824.000000 4.511592e+12 235.185822 42.449799 46.336601 39.429222 
146865.000000 4.509635e+12 234.947357 11.665236 39.019676 19.380035 
233160.000000 4.505722e+12 235.134766 73.949120 47.024170 84.641060 
78304.000000 4.504744e+12 235.134766 90.389366 40.888424 31.396372 
172775.000000 4.501809e+12 235.100708 32.367847 88.651825 31.838947 
104735.000000 4.498875e+12 235.049622 66.033516 62.882801 57.261379 
250034.000000 4.497897e+12 235.032578 62.637184 76.804146 44.537403 
182726.000000 4.493984e+12 234.366180 32.031410 85.963524 71.747734 
182878.000000 4.488114e+12 234.776718 36.033321 84.028755 73.798370 
208268.000000 4.460724e+12 234.383316 75.713188 8.929205 61.244591 
172869.000000 4.460724e+12 233.799332 6.959046 88.248108 6.719825 
50720.000000 4.458767e+12 233.902603 44.277668 81.818352 44.987514 
164207.000000 4.457789e+12 234.297623 48.787102 62.931698 89.135918 
206879.000000 4.451920e+12 234.211853 84.501839 13.066720 63.216946 
198617.000000 4.449963e+12 234.160370 56.862350 11.863087 42.435078 
225399.000000 4.438224e+12 233.954193 71.941292 31.675169 50.784924 
146774.000000 4.437246e+12 233.971390 47.145252 46.807972 35.371700 
190384.000000 4.436268e+12 233.678741 45.404129 88.480408 84.842094 
95891.000000 4.434312e+12 233.833755 66.898689 67.736023 23.464846 
164150.000000 4.432355e+12 231.345795 17.783331 59.889610 72.598274 
172829.000000 4.431377e+12 233.661499 8.868304 87.724930 6.625057 
9579.000000 4.427464e+12 233.799332 7.628508 21.219603 99.371025 
1382.000000 4.423551e+12 233.695969 4.431772 25.894772 23.580563 
172857.000000 4.422573e+12 233.695969 46.724407 73.686119 6.411026 
216528.000000 4.422573e+12 233.678741 91.634987 31.859610 5.584960 
50782.000000 4.417681e+12 233.540756 22.276741 74.412521 56.973320 
140142.000000 4.416703e+12 233.592514 28.194525 53.119949 8.006470 
156671.000000 4.411812e+12 232.796326 35.278309 55.143291 66.537628 
198593.000000 4.407899e+12 233.316208 67.649002 10.071123 21.900560 
121237.000000 4.404964e+12 233.368057 10.782948 5.374688 25.212885 
78248.000000 4.385400e+12 233.056549 83.585167 34.346558 47.527229 
95941.000000 4.382465e+12 233.004562 87.873032 50.819706 27.244934 
68974.000000 4.382465e+12 233.004562 69.027390 2.866360 97.911751 
104777.000000 4.377574e+12 232.917847 81.621529 53.624405 58.842594 
259515.000000 4.369748e+12 232.326462 82.174461 86.691345 61.389496 
60272.000000 4.358010e+12 232.483292 72.677193 18.547905 13.370876 
259578.000000 4.354097e+12 232.465881 54.818146 87.449104 50.716297 
267809.000000 4.351162e+12 231.696991 99.689835 73.651581 76.366119 
68774.000000 4.339423e+12 232.064590 84.684158 19.057198 82.093231 
9506.000000 4.339423e+12 232.239227 47.993664 7.238399 78.570663 
121269.000000 4.338445e+12 232.169403 48.901314 22.388351 28.856466 
140103.000000 4.332576e+12 232.029633 27.961563 54.211716 8.253581 
233072.000000 4.331597e+12 232.099548 62.843697 44.452076 85.094666 
198574.000000 4.329641e+12 232.047119 94.937973 10.749164 32.384426 
156708.000000 4.327685e+12 232.029633 24.986176 61.881279 52.365791 
208221.000000 4.318880e+12 231.802139 63.636402 15.728471 59.358360 
68835.000000 4.316924e+12 231.837158 73.484398 14.838949 93.427216 
121253.000000 4.310077e+12 231.679443 26.056171 10.050941 25.384544 
208208.000000 4.310077e+12 231.714523 73.864326 0.160590 55.553799 
104625.000000 4.303229e+12 231.574188 92.208351 58.746647 67.129951 
216512.000000 4.302251e+12 230.834671 96.101105 43.850319 1.598639 
131929.000000 4.299316e+12 231.503967 7.289821 28.674513 64.415543 
87551.000000 4.296381e+12 230.516281 74.265442 71.133987 11.255945 
104862.000000 4.293446e+12 231.416122 59.572567 68.908852 67.655182 
241565.000000 4.285621e+12 231.046448 94.642487 62.054771 97.452400 
259585.000000 4.282686e+12 231.205017 71.784187 92.826767 51.255619 
104832.000000 4.271926e+12 230.569397 58.072613 58.333286 58.634487 
112806.000000 4.270947e+12 230.887650 99.381676 99.222870 8.677050 
140258.000000 4.266056e+12 230.922958 44.202831 52.082012 4.014363 
146646.000000 4.250405e+12 229.341248 39.347469 49.443142 46.111858 
208183.000000 4.250405e+12 230.214767 73.892670 16.717533 72.886124 
112625.000000 4.250405e+12 230.640198 63.473587 91.521797 0.100298 
